,emotion,pixels
30904,8.0,[95. 96. 90. ...  0.  1.  0.]
30905,6.0,[130. 122. 101. ... 110.  60.  51.]
30906,3.0,[128. 130. 127. ... 119. 119. 119.]
30907,7.0,[69. 77. 80. ... 94. 80. 77.]
30908,7.0,[198. 199. 201. ... 212. 213. 215.]
30909,2.0,[136. 117. 103. ...  31.  20.  36.]
30910,5.0,[ 82.  76.  52. ... 248. 209. 144.]
30911,5.0,[ 0.  4.  3. ... 20. 10. 11.]
30912,2.0,[ 12.  11.  19. ... 240. 202. 189.]
30913,1.0,[67. 32.  4. ... 33. 40. 69.]
30914,5.0,[205. 205. 205. ... 175. 175. 175.]
30915,7.0,[207. 207. 207. ... 210. 210. 210.]
30916,6.0,[210. 194. 181. ... 206. 190. 174.]
30917,3.0,[0. 0. 4. ... 8. 6. 7.]
30918,6.0,[ 42.  32.  33. ... 111.  82.  66.]
30919,2.0,[151. 204. 238. ...  41.  45.  54.]
30920,7.0,[ 85.  84.  66. ... 200. 210. 201.]
30921,4.0,[  1.   1.   1. ... 102. 102. 102.]
30922,8.0,[255. 255. 255. ...  57.  59.  48.]
30923,7.0,[44. 35. 26. ... 41. 45. 46.]
30924,2.0,[238. 182. 125. ...  47.  17.  19.]
30925,6.0,[45. 46. 41. ...  0.  2.  1.]
30926,8.0,[152. 148. 162. ...  56.  51.  48.]
30927,1.0,[ 98.  61.  43. ... 205. 209. 212.]
30928,5.0,[249. 249. 249. ... 208. 188. 187.]
30929,2.0,[87. 50. 34. ... 44. 29. 22.]
30930,1.0,[ 11.  11.  11. ... 164. 151. 135.]
30931,5.0,[122. 122. 114. ... 155. 161. 159.]
30932,6.0,[232. 232. 232. ...  44.  45.  40.]
30933,4.0,[ 71.  73.  68. ... 196. 169. 160.]
30934,5.0,[ 74.  74.  74. ... 219. 219. 219.]
30935,6.0,[135. 178. 197. ...  61.  67.  81.]
30936,4.0,[128. 135. 151. ...  57.  68.  74.]
30937,2.0,[ 41.  29.  29. ... 147. 142. 102.]
30938,6.0,[251. 170. 246. ... 125.  91.  79.]
30939,3.0,[241. 203. 166. ...  65.  73.  76.]
30940,2.0,[185.  47. 122. ... 197. 120.  74.]
30941,4.0,[53. 61. 38. ... 75. 83. 60.]
30942,7.0,[58. 77. 81. ... 21. 33. 45.]
30943,1.0,[237. 236. 232. ...  23.  22.  27.]
30944,1.0,[ 92.  68. 118. ...  11.   6.  10.]
30945,2.0,[220.  84.  60. ... 146.  73.  56.]
30946,4.0,[100.  76.  38. ...  97.  84.  39.]
30947,6.0,[252. 255. 251. ...  50.  29.  12.]
30948,1.0,[226. 157. 141. ... 227. 211. 196.]
30949,1.0,[108. 140. 153. ...  14.  14.  24.]
30950,6.0,[ 49.  49.  49. ... 207. 207. 207.]
30951,6.0,[218. 225. 253. ... 107. 118. 164.]
30952,3.0,[255. 246. 247. ... 225. 216. 211.]
30953,2.0,[119.  58.  37. ...  21.   4.   0.]
30954,1.0,[82. 87. 93. ...  9.  9.  7.]
30955,2.0,[144. 121. 103. ... 199. 143.  94.]
30956,3.0,[171. 108. 103. ...  46.  61.  66.]
30957,5.0,[150. 114. 126. ... 139. 103. 115.]
30958,5.0,[0. 0. 0. ... 8. 4. 1.]
30959,4.0,[254. 254. 254. ...  62. 185. 165.]
30960,6.0,[185. 166. 151. ...  82.  88.  60.]
30961,4.0,[182. 255. 226. ... 246. 242. 204.]
30962,8.0,[187. 192. 185. ... 252. 186.  12.]
30963,6.0,[252. 252. 252. ...  33.  19.  18.]
30964,6.0,[160. 153. 125. ...  36.  37.  42.]
30965,8.0,[ 6. 18. 14. ... 51. 58. 66.]
30966,8.0,[  9.   5.   2. ... 236. 172. 137.]
30967,1.0,[ 61.  71. 120. ... 164. 179. 212.]
30968,4.0,[143. 135. 124. ... 125. 173. 209.]
30969,2.0,[177.  89.  53. ...  36.  16.  27.]
30970,8.0,[ 0.  0.  0. ...  9. 10. 14.]
30971,4.0,[0. 0. 0. ... 2. 1. 7.]
30972,7.0,[255. 255. 255. ... 235. 145. 118.]
30973,5.0,[ 19.  18.  14. ... 179. 154. 150.]
30974,3.0,[ 33.  34.  39. ... 236. 236. 234.]
30975,7.0,[251. 251. 251. ...  54. 110. 195.]
30976,7.0,[140. 135. 132. ... 225. 227. 226.]
30977,7.0,[ 89.  61.  50. ... 112.  95.  75.]
30978,4.0,[255. 255. 255. ...   0. 187. 230.]
30979,1.0,[191. 154. 197. ...  70.  70. 106.]
30980,8.0,[206. 222. 221. ...  69.  76.  69.]
30981,3.0,[173. 148. 126. ...  83.  73.  63.]
30982,1.0,[119. 123. 132. ... 255. 255. 255.]
30983,6.0,[214. 216. 213. ... 255. 251. 247.]
30984,3.0,[ 72.  77.  83. ... 150. 188. 225.]
30985,1.0,[50. 50. 50. ... 25. 25. 25.]
30986,6.0,[179. 177. 180. ... 141.  36. 155.]
30987,5.0,[ 76.  17.  35. ... 134. 144. 135.]
30988,2.0,[132. 118.  92. ...  68.  46.  32.]
30989,5.0,[177. 178. 198. ...  62.  63.  83.]
30990,1.0,[18. 18. 28. ... 29. 33. 32.]
30991,4.0,[239. 239. 241. ... 255. 255. 255.]
30992,2.0,[236. 237. 241. ... 227. 225. 228.]
30993,8.0,[254. 254. 254. ... 100.  82.  62.]
30994,1.0,[ 1.  8.  1. ... 68. 79. 63.]
30995,7.0,[120. 108. 110. ... 196. 172. 108.]
30996,3.0,[69. 61. 58. ... 22. 39. 55.]
30997,7.0,[174. 185. 169. ...  65.  81.  68.]
30998,7.0,[93. 73. 38. ... 28. 33. 36.]
30999,8.0,[255. 255. 126. ...  52.  57.  79.]
31000,6.0,[37. 39. 25. ... 23. 23. 25.]
31001,6.0,[89. 37. 13. ... 17.  7.  6.]
31002,6.0,[ 54.  49.  46. ... 169. 123.  99.]
31003,1.0,[152. 149. 170. ...  12.  17.  20.]
31004,2.0,[163. 154. 125. ...  19.  11.   9.]
31005,7.0,[182. 188. 186. ...  56.  25.  30.]
31006,1.0,[253. 240. 231. ...  52.  50.  61.]
31007,5.0,[87. 70. 44. ... 35. 37. 36.]
31008,4.0,[131.  97.  72. ... 151. 137. 150.]
31009,8.0,[137. 128. 133. ...  41.  39.  50.]
31010,6.0,[159. 159. 159. ...  35.  25.  23.]
31011,7.0,[136. 138. 117. ... 164.  50.  49.]
31012,6.0,[174. 143.  88. ... 116. 115. 111.]
31013,2.0,[39. 25. 24. ... 36. 45. 44.]
31014,1.0,[41. 64. 18. ... 79. 93. 70.]
31015,7.0,[57. 47. 46. ...  0.  0.  0.]
31016,6.0,[ 37.  26.  22. ... 117.  62.  55.]
31017,5.0,[ 0.  0.  0. ... 21. 17. 14.]
31018,5.0,[73. 55. 31. ...  3.  8.  4.]
31019,2.0,[  4.   6. 187. ...  26.  41.  64.]
31020,7.0,[121.  94.  65. ... 158. 177. 184.]
31021,8.0,[ 0.  0. 12. ... 29. 39. 92.]
31022,5.0,[56. 69. 60. ... 81. 50. 65.]
31023,2.0,[252. 252. 252. ... 192. 192. 190.]
31024,8.0,[216. 216. 216. ...  43.  26.  19.]
31025,3.0,[243. 243. 243. ...  25.  25.  25.]
31026,8.0,[126. 126. 126. ...  42.  42.  42.]
31027,8.0,[186. 191. 185. ... 189. 200. 204.]
31028,6.0,[ 3.  3.  3. ... 47. 47. 47.]
31029,2.0,[186. 170. 170. ... 181. 190. 195.]
31030,8.0,[39. 47. 50. ... 56.  6.  9.]
31031,3.0,[36. 31. 35. ... 15. 20. 42.]
31032,7.0,[154. 149. 119. ...  73.  63.  61.]
31033,1.0,[169. 156. 122. ... 110.  82.  68.]
31034,2.0,[143. 132.  24. ... 145.   4.  56.]
31035,1.0,[254. 254. 254. ... 250. 248. 235.]
31036,2.0,[13. 12.  8. ... 45. 47. 46.]
31037,1.0,[  3.   2.   0. ... 232. 229. 236.]
31038,2.0,[179. 155. 127. ... 193. 169. 131.]
31039,1.0,[238. 236. 224. ...  47.  47.  49.]
31040,8.0,[234. 235. 229. ...  51.  51.  51.]
31041,1.0,[94. 91. 86. ... 68. 68. 66.]
31042,2.0,[169.  99.  91. ... 127. 112.  71.]
31043,7.0,[153. 146. 130. ...  69.  76.  84.]
31044,8.0,[43. 37. 37. ... 50. 44. 44.]
31045,1.0,[250. 249. 247. ... 250. 248. 249.]
31046,5.0,[90. 79. 75. ... 44. 43. 38.]
31047,8.0,[225. 205. 204. ... 111.  44.  28.]
31048,8.0,[255. 255. 255. ...  47.  48.  50.]
31049,7.0,[249. 249. 241. ...  41.  32.  33.]
31050,3.0,[164. 136. 124. ... 167. 154. 163.]
31051,4.0,[40. 40. 40. ... 24. 16. 14.]
31052,4.0,[219. 194. 172. ... 217. 170. 142.]
31053,5.0,[169. 150.  74. ...  62.  15.   9.]
31054,7.0,[102.  93. 110. ...  25.  31.  45.]
31055,2.0,[106. 107.  89. ...  52.  56.  39.]
31056,8.0,[61. 43. 21. ... 21. 12. 13.]
31057,8.0,[149. 155.  69. ... 194. 194. 192.]
31058,2.0,[254. 254. 254. ... 195.   9.  50.]
31059,7.0,[ 35.  24.  18. ... 206. 164. 142.]
31060,6.0,[ 98.  64.  36. ... 105. 102.  87.]
31061,3.0,[23. 23. 23. ... 37. 41. 52.]
31062,2.0,[76. 82. 82. ... 44. 54. 63.]
31063,6.0,[74. 68. 68. ... 73. 61. 63.]
31064,6.0,[78. 68. 58. ... 21. 27. 27.]
31065,3.0,[181. 181. 143. ... 214. 155. 125.]
31066,5.0,[254. 254. 254. ... 174. 133.  89.]
31067,4.0,[ 4.  4.  4. ... 44. 29. 22.]
31068,6.0,[245. 245. 245. ...  27.  10.  20.]
31069,3.0,[122.  65.  56. ...  84.  98. 163.]
31070,2.0,[ 32.  26.  26. ... 173. 156. 146.]
31071,5.0,[203. 201. 176. ...   6.   7.   9.]
31072,7.0,[ 6. 12. 12. ...  3.  1.  2.]
31073,8.0,[208. 211. 106. ...  77.  64.  48.]
31074,5.0,[  9.  11.  10. ... 178. 209. 230.]
31075,8.0,[206. 197. 192. ... 188. 183. 180.]
31076,3.0,[ 33.  30.  21. ...  56.  72. 105.]
31077,2.0,[247. 222. 200. ... 243. 228. 225.]
31078,3.0,[158. 158. 158. ... 247. 247. 247.]
31079,2.0,[166. 139. 110. ...  51.  51.  53.]
31080,6.0,[ 32.  70. 145. ... 209. 186. 204.]
31081,7.0,[ 60.  55.  61. ... 115. 104. 110.]
31082,5.0,[205. 205. 205. ... 248. 252. 251.]
31083,5.0,[147. 147. 147. ... 230. 230. 230.]
31084,3.0,[107.  83.  97. ...   6.   6.   4.]
31085,8.0,[29. 15.  6. ... 93. 72. 53.]
31086,4.0,[ 64. 106. 104. ...  72.  72.  72.]
31087,7.0,[ 22.  34.  30. ... 116. 167. 170.]
31088,2.0,[ 20.   9.  15. ... 172.  94.  19.]
31089,8.0,[30. 28. 39. ... 31. 31. 41.]
31090,5.0,[157.  77.  86. ... 255. 255. 255.]
31091,8.0,[ 59.  47.  31. ... 221. 222. 214.]
31092,3.0,[166. 134. 137. ... 163. 149. 149.]
31093,1.0,[101. 114. 130. ...   9.   4.   8.]
31094,3.0,[254.   0.   0. ...  23.   5.   5.]
31095,8.0,[255. 255. 255. ...  57.  48.  39.]
31096,8.0,[224. 226. 225. ... 222. 223. 227.]
31097,2.0,[175. 152. 121. ...  42.  24.  20.]
31098,3.0,[183. 185. 198. ...  36.  23.  30.]
31099,5.0,[ 2.  9.  2. ... 49. 47. 68.]
31100,8.0,[  0.   0.   0. ... 169. 165. 164.]
31101,7.0,[ 37.  29.  44. ... 100.  48.  50.]
31102,6.0,[168. 168. 168. ...  33.  28.  22.]
31103,5.0,[144. 143. 141. ...  43.  39.  36.]
31104,2.0,[253. 253. 253. ... 214. 214. 214.]
31105,1.0,[  5.  12.  20. ... 198. 147. 143.]
31106,8.0,[102.   4.   3. ... 157. 106.  85.]
31107,1.0,[109. 104.  98. ...  22.  22.  46.]
31108,7.0,[164. 155. 138. ...  48.  31.  39.]
31109,2.0,[ 8.  8.  8. ... 41. 25. 12.]
31110,4.0,[87. 91. 77. ...  0.  5.  1.]
31111,3.0,[109. 108.  16. ...  82.  66.  50.]
31112,4.0,[81. 63. 49. ...  7.  8. 13.]
31113,3.0,[ 39.  39.  31. ...  95. 117.  68.]
31114,2.0,[207. 209. 208. ...  14.  16.  15.]
31115,5.0,[53. 43.  8. ...  9.  7. 31.]
31116,5.0,[159. 140. 123. ...  45.  23.  25.]
31117,3.0,[17. 19. 16. ... 30. 30. 28.]
31118,8.0,[55. 51. 39. ... 42. 36. 38.]
31119,7.0,[211. 211. 211. ...   8.   8.   8.]
31120,5.0,[89. 70. 40. ... 45. 26. 19.]
31121,1.0,[205. 231. 228. ... 231. 206. 210.]
31122,1.0,[ 46.  50.  36. ... 214. 183. 180.]
31123,4.0,[ 41.  67.  42. ...  74. 109.  76.]
31124,8.0,[195. 209. 220. ... 146. 144. 147.]
31125,6.0,[207. 218. 220. ... 212. 216. 217.]
31126,2.0,[ 24.  20.  11. ... 183.   0.   0.]
31127,1.0,[226. 234. 247. ... 243. 237. 189.]
31128,4.0,[50. 37. 29. ... 44. 27. 17.]
31129,5.0,[21. 22. 14. ... 22. 23. 15.]
31130,2.0,[114. 153. 208. ... 124. 148. 196.]
31131,3.0,[212. 220. 222. ...  80.  57.  49.]
31132,3.0,[ 93.  91.  76. ... 124. 116.  95.]
31133,8.0,[163. 154. 149. ... 197. 188. 183.]
31134,6.0,[49. 47. 24. ...  5.  5.  5.]
31135,8.0,[195. 199. 198. ... 192. 142. 107.]
31136,2.0,[106. 110. 109. ...  52.  52.  52.]
31137,2.0,[ 71.  72.  64. ... 161. 173. 171.]
31138,8.0,[181. 107.  10. ... 217. 104.   2.]
31139,3.0,[187. 187. 187. ...   0.   0.   0.]
31140,1.0,[154. 154. 154. ... 226. 226. 226.]
31141,7.0,[35. 35. 35. ... 42. 42. 42.]
31142,6.0,[129. 129. 129. ...  95.  95.  95.]
31143,7.0,[ 33.  31.  19. ... 109.  72.  53.]
31144,7.0,[ 90. 133. 201. ...   1.   1.   1.]
31145,1.0,[183. 187. 190. ... 246. 246. 246.]
31146,5.0,[142. 119. 191. ...  46.  40.  52.]
31147,1.0,[234. 230. 229. ... 202. 187. 164.]
31148,1.0,[214. 233. 248. ... 188. 155. 140.]
31149,6.0,[233. 145.  12. ... 131. 102.   2.]
31150,5.0,[ 33.  60. 127. ...  91.  92. 136.]
31151,7.0,[14. 10.  7. ... 24.  7.  0.]
31152,4.0,[236. 220. 204. ... 222.  73. 163.]
31153,6.0,[217. 186. 166. ... 156. 116. 106.]
31154,2.0,[ 40.  67.  78. ... 129.  67.  30.]
31155,7.0,[114. 156. 214. ...  92.  91.  97.]
31156,7.0,[224. 252. 253. ... 190. 224. 225.]
31157,3.0,[39. 31. 20. ... 23. 23. 21.]
31158,5.0,[255. 255. 255. ... 245. 237. 224.]
31159,1.0,[161. 161. 161. ...  81.  81.  81.]
31160,5.0,[ 48.  48.  48. ... 221. 221. 221.]
31161,8.0,[28. 28. 28. ... 18. 18. 18.]
31162,7.0,[23. 25. 24. ... 33. 37. 46.]
31163,2.0,[ 26.  72. 106. ... 142. 127. 106.]
31164,1.0,[229. 214. 183. ...   8.   8.   6.]
31165,4.0,[  0.   0.   0. ... 177. 177. 177.]
31166,8.0,[211.  61. 106. ...  36.  40.  39.]
31167,8.0,[204. 194. 109. ...  46.  46.  58.]
31168,4.0,[ 1.  1.  1. ... 14. 13. 18.]
31169,7.0,[252. 238. 227. ... 113.  82.  53.]
31170,4.0,[ 97.  51.  53. ... 111.  38.  49.]
31171,2.0,[ 50.  35.  14. ... 115. 110. 107.]
31172,4.0,[188. 113. 134. ... 160. 125. 129.]
31173,7.0,[124. 132. 134. ...  84.  88.  87.]
31174,5.0,[ 88.  68.  61. ... 173. 152. 147.]
31175,2.0,[70. 70. 72. ...  9.  3.  5.]
31176,3.0,[93. 93. 93. ... 33. 33. 33.]
31177,2.0,[117. 142. 162. ... 111.  32.  19.]
31178,6.0,[18. 23. 27. ... 47. 43. 70.]
31179,4.0,[186. 146. 134. ... 222. 191. 173.]
31180,5.0,[  1.   1.   1. ... 131.  84.  92.]
31181,4.0,[255. 255. 255. ... 245. 211. 150.]
31182,3.0,[178. 180. 179. ...  46.  44.  45.]
31183,6.0,[122. 117. 114. ... 133. 131. 136.]
31184,2.0,[ 27.  17.  16. ... 162.  87.  45.]
31185,3.0,[141. 148. 154. ... 186. 161.  79.]
31186,6.0,[90. 45. 50. ... 50. 30. 29.]
31187,2.0,[ 93.  78.  73. ... 132. 153. 170.]
31188,3.0,[118. 142. 152. ... 125. 125. 135.]
31189,4.0,[108. 120. 120. ...  88. 190. 117.]
31190,6.0,[199. 177. 189. ...  45. 185. 198.]
31191,1.0,[213. 165. 143. ... 250. 196. 170.]
31192,7.0,[ 38.  40.  37. ... 124. 137. 130.]
31193,3.0,[ 6.  5.  3. ... 69. 21.  9.]
31194,2.0,[188. 188. 196. ...  18.  18.  20.]
31195,6.0,[229. 198. 152. ... 225. 190. 171.]
31196,2.0,[200. 201. 195. ...  28.  31.  40.]
31197,5.0,[31. 29. 40. ... 67. 65. 16.]
31198,4.0,[200. 181. 183. ... 224. 219. 215.]
31199,1.0,[68. 32. 32. ... 11. 12.  6.]
31200,3.0,[101.  99.  87. ...  65.  42.  36.]
31201,3.0,[ 94.  66.  45. ... 249. 237. 223.]
31202,8.0,[28. 43. 66. ... 19. 23. 26.]
31203,8.0,[42. 39. 46. ... 38. 31. 38.]
31204,1.0,[142. 109.  90. ... 175. 140. 138.]
31205,3.0,[ 23.   0.   0. ... 105.  69.  69.]
31206,4.0,[94. 73. 82. ... 97. 67. 67.]
31207,4.0,[229. 231. 218. ...  86.  84.  72.]
31208,3.0,[255. 255. 255. ... 254. 254. 254.]
31209,7.0,[30. 13.  6. ... 89. 89. 91.]
31210,5.0,[ 1. 26. 57. ... 21. 59. 96.]
31211,3.0,[  4.  14.   5. ... 154. 162. 147.]
31212,7.0,[26. 20. 20. ... 17. 17. 19.]
31213,5.0,[41. 42. 34. ... 25. 26. 18.]
31214,4.0,[138. 125. 108. ... 171. 170. 176.]
31215,1.0,[119.  52.  35. ... 254. 239. 112.]
31216,3.0,[197. 192. 188. ...  91.  82.  77.]
31217,1.0,[25. 19. 33. ... 48.  9.  4.]
31218,1.0,[180. 188. 190. ...  43.  37.  39.]
31219,4.0,[ 10.  10.  10. ... 221. 222. 206.]
31220,3.0,[180. 159. 114. ...  49.  45.  42.]
31221,1.0,[138.  99.  82. ...  49.  60.  46.]
31222,8.0,[232. 230. 209. ...  58.  27.   6.]
31223,4.0,[130. 141. 147. ...  59.  57.  45.]
31224,6.0,[254. 255. 250. ... 254. 254. 252.]
31225,2.0,[109. 103. 105. ... 162. 152. 143.]
31226,6.0,[ 86.  73.  56. ... 113. 117. 120.]
31227,6.0,[30. 22. 20. ... 45. 80. 26.]
31228,3.0,[0. 0. 0. ... 9. 9. 9.]
31229,7.0,[135.  99.  67. ... 101.  74.  47.]
31230,7.0,[47. 43. 42. ... 48. 49. 41.]
31231,7.0,[16.  2.  0. ... 67. 32. 10.]
31232,1.0,[ 85.  75.  48. ... 164. 144.  94.]
31233,3.0,[128. 109.  94. ... 184. 165. 159.]
31234,8.0,[85. 82. 89. ... 62. 54. 67.]
31235,8.0,[175.  95.  88. ...  18.  16.  29.]
31236,3.0,[205. 191. 180. ... 119. 126. 119.]
31237,3.0,[120. 111. 104. ...  95.  18. 122.]
31238,1.0,[209. 185. 185. ... 243. 215. 204.]
31239,3.0,[245. 185.  29. ...  57.  46.  18.]
31240,3.0,[0. 0. 0. ... 0. 0. 0.]
31241,6.0,[255. 255. 255. ... 255. 255. 255.]
31242,7.0,[ 24.  16.   5. ... 209. 181. 170.]
31243,3.0,[ 0.  0.  4. ... 70. 36. 34.]
31244,5.0,[150. 127.  86. ... 171. 134. 105.]
31245,3.0,[123. 101.  87. ... 146.  97.  80.]
31246,8.0,[248. 247. 245. ...   4.   8.   7.]
31247,5.0,[16. 18. 17. ... 65. 46. 29.]
31248,2.0,[42. 31. 13. ... 63. 34. 20.]
31249,3.0,[39. 63. 65. ... 46. 47. 39.]
31250,4.0,[246. 225. 170. ...  59.  59.  83.]
31251,7.0,[125.  89.  65. ...  51.  17.  15.]
31252,2.0,[21. 37. 88. ...  8.  8.  8.]
31253,8.0,[170.  80.  18. ... 219.   9.  38.]
31254,6.0,[181. 134. 118. ... 166. 137.  93.]
31255,5.0,[ 1.  0. 15. ... 32. 36. 39.]
31256,6.0,[125. 128. 199. ...  51.  43.  58.]
31257,4.0,[ 45.  44.  42. ...  96. 176.  61.]
31258,4.0,[101. 114. 120. ...  20.  24.  25.]
31259,3.0,[219. 210. 195. ... 222. 219. 212.]
31260,1.0,[182. 184. 179. ... 128. 110. 108.]
31261,7.0,[177. 100.  72. ... 109.  64.  41.]
31262,8.0,[176. 170. 174. ...  77. 101. 105.]
31263,5.0,[14. 12. 13. ...  3.  2.  7.]
31264,5.0,[191. 164. 134. ... 156. 152. 151.]
31265,8.0,[214. 221. 107. ... 207. 186. 195.]
31266,4.0,[161. 162. 166. ... 136. 137. 141.]
31267,7.0,[ 99. 108. 103. ... 165. 165. 157.]
31268,1.0,[44. 29. 10. ... 58. 77. 94.]
31269,2.0,[243. 236. 230. ...  41.  10.   5.]
31270,4.0,[200. 195. 155. ... 188. 184. 147.]
31271,8.0,[211. 211. 211. ... 214. 214. 214.]
31272,4.0,[184. 156. 117. ...   8.   0.   4.]
31273,1.0,[ 90.  66.  66. ... 255. 255. 255.]
31274,2.0,[  2.   9.   1. ... 154. 161. 130.]
31275,4.0,[144.  73.  41. ...  23.  11.  11.]
31276,8.0,[ 9.  0.  1. ... 14.  6.  3.]
31277,6.0,[  0.   0.   0. ... 254. 254. 254.]
31278,1.0,[125.  88.  36. ... 237. 184.  92.]
31279,7.0,[ 46.  44.  29. ... 190. 170. 159.]
31280,3.0,[127. 159. 184. ...  79.  62.  32.]
31281,4.0,[ 82.  70.  44. ... 177. 155. 134.]
31282,6.0,[ 50.  50.  50. ... 224. 224. 224.]
31283,3.0,[111.  96.  99. ... 129.  91.  72.]
31284,7.0,[255. 255. 255. ... 148. 140. 155.]
31285,1.0,[255. 255. 255. ... 171. 127. 116.]
31286,2.0,[180. 182. 171. ... 159. 161. 137.]
31287,7.0,[49. 45. 36. ... 10.  7.  0.]
31288,2.0,[221. 225. 226. ... 207. 209. 206.]
31289,4.0,[184. 173. 155. ... 124. 123. 118.]
31290,1.0,[236. 223. 214. ...   0.   0.   0.]
31291,5.0,[42. 30. 18. ... 30. 21. 16.]
31292,6.0,[ 69.  43.  28. ... 181. 155. 130.]
31293,2.0,[219. 135. 111. ...  57.  53.  50.]
31294,2.0,[109. 107.  82. ...  89.  83.  61.]
31295,4.0,[ 85.  99.  86. ... 150. 123. 102.]
31296,2.0,[222. 222. 220. ...  72.  70.  19.]
31297,2.0,[35. 25. 23. ... 42. 29. 46.]
31298,7.0,[108. 117. 116. ... 127.  67.  39.]
31299,5.0,[116. 116. 116. ...   0.   0.   0.]
31300,4.0,[142. 126. 101. ... 173.  21.   7.]
31301,6.0,[29. 30. 24. ... 96. 83. 67.]
31302,6.0,[162. 158. 172. ...  60.  73. 115.]
31303,7.0,[187. 195. 197. ... 251. 252. 254.]
31304,1.0,[ 50.  50.  50. ... 225. 209. 212.]
31305,4.0,[ 88.  75.  66. ... 149. 142. 126.]
31306,3.0,[186. 177. 168. ... 174. 170. 159.]
31307,6.0,[ 97. 109. 109. ...  54.  58.  59.]
31308,2.0,[242. 200. 178. ... 255. 255. 255.]
31309,8.0,[249. 249. 249. ... 252. 252. 252.]
31310,1.0,[ 70.  42.  28. ... 159. 133. 108.]
31311,7.0,[198. 201. 194. ... 113. 131.  91.]
31312,4.0,[ 51.  58.  25. ... 239. 244. 248.]
31313,2.0,[ 36.  30.  30. ... 253. 251. 252.]
31314,8.0,[155. 155. 155. ... 102. 102. 102.]
31315,1.0,[102.  37.  17. ...  61.  81.  82.]
31316,5.0,[135.  99.  65. ... 118. 130. 156.]
31317,4.0,[213. 208. 179. ... 157.  69.  19.]
31318,7.0,[128. 123. 120. ...  88.  65.  57.]
31319,1.0,[161. 165. 168. ...  83.  51.  28.]
31320,4.0,[154. 154. 154. ...  61.  61.  61.]
31321,7.0,[ 64.  66.  53. ... 222. 166. 201.]
31322,1.0,[187. 184. 165. ... 121.  95.  72.]
31323,8.0,[225. 203. 166. ...  76.  77.  82.]
31324,5.0,[91. 69. 46. ... 31. 17.  8.]
31325,7.0,[45. 48. 53. ... 81. 80. 75.]
31326,8.0,[201. 145.  84. ...  44.  29.  22.]
31327,2.0,[132. 135. 170. ...   1.   1.   1.]
31328,7.0,[218. 218. 218. ... 232. 232. 232.]
31329,1.0,[255. 255. 255. ... 197. 197. 197.]
31330,8.0,[26. 31. 24. ... 70. 97. 88.]
31331,2.0,[122. 146. 150. ... 143. 166. 158.]
31332,4.0,[255. 255. 255. ... 255. 255. 255.]
31333,8.0,[ 73.  85.  97. ... 242. 239. 232.]
31334,4.0,[204. 204. 212. ... 197. 200. 205.]
31335,3.0,[143. 155. 215. ...  41.  58. 101.]
31336,3.0,[60. 35. 13. ... 39.  5.  4.]
31337,4.0,[120. 106.  80. ...  39.  39.  49.]
31338,2.0,[232. 231. 236. ... 231. 232. 237.]
31339,4.0,[255. 255.  15. ...  66.  57.  58.]
31340,3.0,[63. 63. 61. ... 36. 37. 32.]
31341,3.0,[ 92. 132. 157. ... 238. 197. 177.]
31342,6.0,[164. 163. 161. ... 141. 123. 103.]
31343,3.0,[117.  83.  46. ... 160. 118.  78.]
31344,4.0,[243. 229. 194. ...  12.  36.  70.]
31345,6.0,[ 63.  43.  34. ... 126.  28.  43.]
31346,3.0,[ 31.  30.  35. ... 112. 115. 130.]
31347,1.0,[ 18.  20.  19. ... 158. 176. 180.]
31348,1.0,[ 71.  91.  80. ... 147.  95.  74.]
31349,8.0,[1. 1. 1. ... 2. 2. 0.]
31350,3.0,[234. 233. 229. ...  61.  34.  25.]
31351,5.0,[72. 69. 50. ... 15. 17. 16.]
31352,7.0,[219. 209. 236. ...  14.   4.   0.]
31353,5.0,[ 80.  43.  37. ... 145.  96.  79.]
31354,3.0,[82. 36. 20. ... 94. 52. 28.]
31355,8.0,[33. 56. 98. ... 55. 52. 47.]
31356,7.0,[255. 253. 250. ... 146. 110.  78.]
31357,8.0,[197. 181. 181. ...  31.  26.  33.]
31358,1.0,[236. 108.  73. ...  60.  72.  84.]
31359,7.0,[168. 202. 227. ... 121.  72.  58.]
31360,1.0,[52. 47. 43. ... 24. 19. 16.]
31361,2.0,[25. 25. 25. ... 19. 19. 19.]
31362,1.0,[ 11.  11.   9. ... 153. 115. 102.]
31363,4.0,[73. 56. 48. ... 36. 37. 41.]
31364,7.0,[0. 0. 0. ... 1. 1. 1.]
31365,4.0,[117. 121. 120. ...   5.   4.  10.]
31366,1.0,[226. 229. 238. ... 227. 230. 239.]
31367,1.0,[ 21.  20.  28. ... 143. 154. 184.]
31368,4.0,[ 48. 115. 196. ...   0.  18.  71.]
31369,5.0,[102. 126. 126. ... 182. 129.  97.]
31370,6.0,[255. 255. 255. ... 255. 255. 255.]
31371,5.0,[166. 162. 151. ... 109. 114. 117.]
31372,5.0,[222. 222. 222. ... 205. 205. 205.]
31373,3.0,[255. 255. 255. ... 222. 222. 224.]
31374,5.0,[251. 251. 251. ... 254. 254. 254.]
31375,5.0,[56. 16. 79. ... 70. 48. 94.]
31376,4.0,[255. 255. 255. ... 255. 255. 255.]
31377,7.0,[ 63.  60.  53. ... 163. 126. 143.]
31378,4.0,[  1.   1.   1. ... 219. 219. 219.]
